etf,holding_rank,holding_weight_pct,symbol,name,group,group_sector,group_phase,group_rank,group_score,group_pioneer_score,group_breadth_score,stock_rank_within_group,role,strength,rs189,rs63,rs21,acceleration,slow_acceleration,breakout_status
XOP,4,3.16232,MPC,Marathon Petroleum Corporation,Oil&Gas-Refining/Mktg,Energy Minerals,EMERGING,8,75.0,79.7,67.8,2,LEADER,91.9,94.4,94.9,87.4,-7.5,0.5,BREAKOUT_RECENT
XOP,5,3.088397,PARR,Par Pacific Holdings Inc,Oil&Gas-Refining/Mktg,Energy Minerals,EMERGING,8,75.0,79.7,67.8,13,FOLLOWER,71.6,91.5,93.8,17.5,-76.3,2.2,NONE
XOP,6,3.083386,VLO,Valero Energy Corporation,Oil&Gas-Refining/Mktg,Energy Minerals,EMERGING,8,75.0,79.7,67.8,1,LEADER,94.2,95.6,94.3,83.5,-10.8,-1.2,BREAKOUT_NOW
XOP,7,3.031219,PSX,Phillips 66,Oil&Gas-Refining/Mktg,Energy Minerals,EMERGING,8,75.0,79.7,67.8,5,LEADER,90.5,92.9,93.1,86.2,-7.0,0.2,BREAKOUT_WATCH
XOP,8,2.610017,CRGY,Crescent Energy Company Class A,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,5,LEADER,85.0,84.1,73.1,89.1,16.0,-11.0,NONE
XOP,9,2.59709,PR,Permian Resources Corporation Class A,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,3,LEADER,86.5,89.0,81.0,75.3,-5.8,-8.0,NONE
XOP,10,2.526997,APA,APA Corporation,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,2,LEADER,86.7,91.7,74.8,84.5,9.8,-17.0,NONE
XOP,11,2.517815,SM,SM Energy Company,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,1,LEADER,87.7,95.1,73.6,82.9,9.3,-21.5,NONE
XOP,12,2.516417,OVV,Ovintiv Inc,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,8,LEADER,81.5,88.4,71.5,65.5,-6.0,-16.9,NONE
XOP,13,2.501954,EXE,Expand Energy Corporation,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,48,FOLLOWER,39.0,16.5,58.6,65.1,6.5,42.1,BREAKOUT_WATCH
XOP,14,2.464015,CLMT,"Calumet, Inc.",Oil&Gas-Refining/Mktg,Energy Minerals,EMERGING,8,75.0,79.7,67.8,7,LEADER,88.6,97.7,93.4,80.2,-13.1,-4.3,NONE
XOP,15,2.461218,CNX,CNX Resources Corporation,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,45,FOLLOWER,43.2,27.4,61.9,54.6,-7.3,34.5,NONE
XOP,16,2.453729,COP,ConocoPhillips,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,4,LEADER,85.1,85.1,75.2,77.7,2.4,-9.9,NONE
XOP,17,2.435252,AR,Antero Resources Corporation,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,40,FOLLOWER,50.9,47.3,53.2,69.0,15.7,6.0,NONE
XOP,18,2.408427,VG,"Venture Global, Inc. Class A",Oil&Gas-Integrated,Energy Minerals,LOSING,39,64.3,70.0,55.7,2,LEADER,80.5,95.4,75.5,75.6,0.1,-19.9,BREAKOUT_WATCH
XOP,19,2.400745,CVX,Chevron Corporation,Oil&Gas-Integrated,Energy Minerals,LOSING,39,64.3,70.0,55.7,4,LEADER,76.6,78.4,68.2,66.9,-1.2,-10.2,BREAKOUT_WATCH
XOP,20,2.391046,RRC,Range Resources Corporation,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,43,FOLLOWER,49.2,45.8,52.1,59.2,7.2,6.3,NONE
XOP,21,2.383744,CHRD,Chord Energy Corporation,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,10,LEADER,78.4,87.8,59.5,67.1,7.7,-28.4,NONE
XOP,22,2.348427,XOM,Exxonmobil Holdings Corporation,Oil&Gas-Integrated,Energy Minerals,LOSING,39,64.3,70.0,55.7,6,FOLLOWER,71.0,79.3,61.5,62.9,1.4,-17.9,NONE
XOP,23,2.341357,EQT,EQT Corporation,Oil&Gas-Integrated,Energy Minerals,LOSING,39,64.3,70.0,55.7,19,FOLLOWER,33.3,25.0,35.5,56.1,20.5,10.6,NONE
XOP,24,2.33626,OXY,Occidental Petroleum Corporation,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,23,FOLLOWER,69.4,81.5,49.0,66.3,17.4,-32.5,NONE
XOP,25,2.31807,MTDR,Matador Resources Company,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,18,FOLLOWER,71.9,78.8,52.3,86.3,33.9,-26.4,NONE
XOP,26,2.306605,EOG,"EOG Resources, Inc.",Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,24,FOLLOWER,66.1,77.4,57.9,33.3,-24.6,-19.5,NONE
XOP,27,2.29357,DVN,Devon Energy Corporation,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,20,FOLLOWER,71.4,74.0,54.8,71.4,16.5,-19.1,NONE
XOP,28,2.269962,FANG,"Diamondback Energy, Inc.",Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,29,FOLLOWER,63.9,74.6,45.2,41.4,-3.8,-29.4,NONE
XOP,29,2.227077,VNOM,"Viper Energy, Inc.",Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,35,FOLLOWER,59.1,69.0,38.4,56.2,17.8,-30.6,BREAKOUT_WATCH
XOP,30,2.211559,NOG,"Northern Oil and Gas, Inc.",Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,17,FOLLOWER,72.5,65.0,80.4,90.8,10.4,15.4,NONE
XOP,31,2.192068,TPL,Texas Pacific Land Corporation,Oil&Gas-Royalty Trust,Miscellaneous,LOSING,51,62.1,66.1,56.0,4,FOLLOWER,44.0,70.2,46.6,17.7,-28.9,-23.6,NONE
XOP,32,2.13065,MGY,Magnolia Oil & Gas Corp. Class A,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,38,FOLLOWER,53.4,58.9,34.2,65.6,31.4,-24.7,NONE
XOP,33,2.096118,GPOR,Gulfport Energy Corp,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,46,FOLLOWER,40.7,15.0,57.1,78.5,21.3,42.1,BREAKOUT_NOW
XOP,34,2.018724,MUR,Murphy Oil Corporation,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,44,FOLLOWER,44.8,58.8,36.0,16.8,-19.2,-22.8,NONE
XOP,35,2.002657,CRC,California Resources Corp,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,47,FOLLOWER,40.3,55.0,17.1,50.9,33.9,-38.0,NONE
XOP,36,1.583506,TALO,"Talos Energy, Inc.",Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,11,LEADER,77.7,84.0,76.0,82.2,6.2,-8.0,NONE
XOP,37,1.240231,KOS,Kosmos Energy Ltd.,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,31,FOLLOWER,63.2,97.8,35.4,68.6,33.2,-62.4,NONE
XOP,38,1.112318,WKC,World Kinect Corporation,Oil&Gas-Refining/Mktg,Energy Minerals,EMERGING,8,75.0,79.7,67.8,14,FOLLOWER,68.7,84.8,84.8,11.2,-73.6,0.0,NONE
XOP,39,1.082894,CVI,"CVR Energy, Inc.",Oil&Gas-Refining/Mktg,Energy Minerals,EMERGING,8,75.0,79.7,67.8,11,FOLLOWER,76.4,62.0,82.0,87.0,5.0,20.0,BREAKOUT_WATCH
XOP,40,0.91087,CRK,"Comstock Resources, Inc.",Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,49,FOLLOWER,36.9,4.1,59.4,74.2,14.8,55.3,NONE
XOP,41,0.868132,GPRE,Green Plains Inc.,Energy-Alternative/Other,Producer Manufacturing,LOSING,89,41.4,52.9,24.3,11,FOLLOWER,37.8,80.1,21.7,7.0,-14.7,-58.4,NONE
XOP,42,0.747111,BKV,BKV Corporation,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,53,FOLLOWER,25.6,23.6,23.6,39.0,15.5,-0.1,NONE
XOP,43,0.66959,DEC,Diversified Energy Company,Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,41,FOLLOWER,50.5,47.2,46.9,80.5,33.6,-0.4,BREAKOUT_NOW
XOP,44,0.585724,SOC,Sable Offshore Corp.,Oil&Gas-Integrated,Energy Minerals,LOSING,39,64.3,70.0,55.7,20,FOLLOWER,24.4,57.0,0.5,14.2,13.7,-56.5,NONE
XOP,45,0.455337,EGY,"VAALCO Energy, Inc.",Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,14,FOLLOWER,74.8,91.8,65.0,80.3,15.3,-26.8,NONE
XOP,46,0.407148,VTS,"Vitesse Energy, Inc.",Finance-Investment Mgmt,Finance,LOSING,28,64.7,74.1,50.5,59,FOLLOWER,40.0,21.5,45.0,79.5,34.5,23.5,BREAKOUT_NOW
XOP,47,0.404006,REX,REX American Resources Corporation,Energy-Alternative/Other,Producer Manufacturing,LOSING,89,41.4,52.9,24.3,19,FOLLOWER,33.6,64.0,14.5,24.8,10.3,-49.5,NONE
XOP,48,0.399179,GEVO,"Gevo, Inc.",Chemicals-Specialty,Process Industries,LOSING,71,51.1,59.8,38.0,31,FOLLOWER,30.0,13.4,22.7,79.6,56.9,9.3,NONE
XOP,49,0.356568,NUAI,"New Era Energy & Digital, Inc.",Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,52,FOLLOWER,27.1,26.0,15.4,55.4,40.0,-10.6,NONE
XOP,50,0.30699,SD,"SandRidge Energy, Inc.",Oil&Gas-Explorers/Producers,Energy Minerals,MATURE,20,63.3,66.4,58.7,50,FOLLOWER,36.5,40.9,27.0,57.6,30.6,-13.9,NONE
XOP,51,0.122984,CLNE,Clean Energy Fuels Corp.,Energy-Alternative/Other,Producer Manufacturing,LOSING,89,41.4,52.9,24.3,34,FOLLOWER,9.3,10.5,10.4,4.3,-6.1,-0.1,NONE
MOO,2,,CTVA,Corteva Inc,Agricultural Operations,Process Industries,LOSING,34,61.4,71.3,46.6,2,FOLLOWER,66.1,67.3,62.4,71.5,9.1,-4.9,BREAKOUT_NOW
MOO,3,,DE,Deere & Company,Machinery-Constr/Mining/Farming,Producer Manufacturing,LOSING,27,66.1,76.0,51.2,2,LEADER,84.0,77.8,82.9,77.3,-5.6,5.2,BREAKOUT_WATCH
MOO,4,,NTR,Nutrien Ltd.,Chemicals-Agricultural,Process Industries,EMERGING,15,62.1,72.9,45.8,3,FOLLOWER,67.4,72.9,63.5,75.4,12.0,-9.4,BREAKOUT_WATCH
MOO,6,,ADM,Archer-Daniels-Midland Company,Food - Foodstuffs,Consumer Non-Durables,LOSING,150,36.9,36.6,37.5,2,FOLLOWER,64.3,75.0,36.8,60.3,23.5,-38.2,NONE
MOO,7,,CF,"CF Industries Holdings, Inc.",Chemicals-Agricultural,Process Industries,EMERGING,15,62.1,72.9,45.8,1,LEADER,78.7,89.6,75.2,63.4,-11.8,-14.4,NONE
MOO,9,,TSN,"Tyson Foods, Inc. Class A",Food - Foodstuffs,Consumer Non-Durables,LOSING,150,36.9,36.6,37.5,11,FOLLOWER,29.5,30.7,24.9,23.6,-1.3,-5.8,NONE
MOO,10,,BG,Bunge Global SA,Agricultural Operations,Process Industries,LOSING,34,61.4,71.3,46.6,3,FOLLOWER,57.2,62.4,22.2,76.9,54.8,-40.2,NONE
MOO,12,,DAR,Darling Ingredients Inc,Agricultural Operations,Process Industries,LOSING,34,61.4,71.3,46.6,1,LEADER,77.5,92.1,63.8,75.2,11.5,-28.4,NONE
MOO,13,,CNH,CNH Industrial NV,Machinery-Constr/Mining/Farming,Producer Manufacturing,LOSING,27,66.1,76.0,51.2,4,LEADER,76.2,66.4,81.9,84.3,2.5,15.4,NONE
MOO,16,,TTC,Toro Company,Building - Tools,Consumer Durables,LOSING,138,43.8,39.4,50.5,2,FOLLOWER,71.6,77.9,62.8,68.9,6.2,-15.1,NONE
MOO,18,,MOS,Mosaic Company,Chemicals-Agricultural,Process Industries,EMERGING,15,62.1,72.9,45.8,6,FOLLOWER,47.2,37.2,50.6,74.5,24.0,13.4,NONE
MOO,19,,AGCO,AGCO Corporation,Machinery-Constr/Mining/Farming,Producer Manufacturing,LOSING,27,66.1,76.0,51.2,7,FOLLOWER,58.0,51.7,55.7,85.2,29.4,4.0,BREAKOUT_RECENT
MOO,21,,ELAN,"Elanco Animal Health, Inc.",Medical-Products,Health Technology,LOSING,52,61.4,65.7,55.0,58,FOLLOWER,37.4,38.1,44.0,12.8,-31.2,5.9,NONE
MOO,27,,CALM,"Cal-Maine Foods, Inc.",Agricultural Operations,Process Industries,LOSING,34,61.4,71.3,46.6,11,FOLLOWER,32.0,29.1,53.8,11.6,-42.3,24.7,NONE
MOO,28,,ICL,ICL Group Ltd.,Chemicals-Agricultural,Process Industries,EMERGING,15,62.1,72.9,45.8,7,FOLLOWER,41.1,42.6,21.0,81.0,60.0,-21.6,NONE
MOO,34,,NEOG,Neogen Corp,Medical-Products,Health Technology,LOSING,52,61.4,65.7,55.0,18,FOLLOWER,74.7,93.6,89.9,27.1,-62.8,-3.7,NONE
MOO,41,,PPC,Pilgrim's Pride Corporation,Food - Foodstuffs,Consumer Non-Durables,LOSING,150,36.9,36.6,37.5,6,FOLLOWER,43.7,16.1,62.5,83.5,21.0,46.4,NONE
MOO,45,,FMC,FMC Corporation,Chemicals-Agricultural,Process Industries,EMERGING,15,62.1,72.9,45.8,10,FOLLOWER,29.3,16.6,18.2,71.7,53.5,1.6,BREAKOUT_WATCH
SOXX,1,9.33,NVDA,NVIDIA Corporation,Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,2,FOLLOWER,64.7,62.3,35.8,76.7,40.9,-26.5,NONE
SOXX,2,8.7,MU,"Micron Technology, Inc.",Computer-Hardware/Perip,Electronic Technology,EMERGING,3,65.5,81.8,41.1,7,FOLLOWER,69.0,99.5,25.7,85.7,60.0,-73.8,NONE
SOXX,3,8.17,AMD,"Advanced Micro Devices, Inc.",Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,8,FOLLOWER,53.5,96.5,25.2,39.4,14.2,-71.3,NONE
SOXX,4,7.48,AVGO,Broadcom Inc.,Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,27,FOLLOWER,23.3,26.1,12.3,23.6,11.3,-13.8,NONE
SOXX,5,5.11,INTC,Intel Corporation,Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,13,FOLLOWER,47.4,97.3,13.3,41.0,27.7,-84.1,NONE
SOXX,6,4.79,MRVL,"Marvell Technology, Inc.",Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,3,FOLLOWER,62.0,97.2,32.2,80.6,48.4,-65.1,NONE
SOXX,7,4.7,TSM,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,3,FOLLOWER,59.3,80.0,30.4,58.8,28.4,-49.6,NONE
SOXX,8,4.65,AMAT,"Applied Materials, Inc.",Elec-Semiconductor Equip,Electronic Technology,LOSING,95,40.3,51.2,23.9,7,FOLLOWER,54.1,92.5,39.5,12.4,-27.2,-53.0,NONE
SOXX,9,4.3,LRCX,Lam Research Corporation,Elec-Semiconductor Equip,Electronic Technology,LOSING,95,40.3,51.2,23.9,5,FOLLOWER,55.5,94.0,29.7,59.1,29.4,-64.3,NONE
SOXX,10,4.14,KLAC,KLA Corporation,Elec-Semiconductor Equip,Electronic Technology,LOSING,95,40.3,51.2,23.9,15,FOLLOWER,43.2,83.7,23.1,27.4,4.2,-60.6,NONE
SOXX,11,3.96,ADI,"Analog Devices, Inc.",Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,15,FOLLOWER,45.6,78.4,22.6,38.2,15.6,-55.8,NONE
SOXX,12,3.83,TXN,Texas Instruments Incorporated,Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,12,FOLLOWER,48.6,86.8,21.6,21.9,0.3,-65.2,NONE
SOXX,13,3.35,MPWR,"Monolithic Power Systems, Inc.",Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,16,FOLLOWER,40.0,75.6,13.6,9.9,-3.7,-61.9,NONE
SOXX,14,3.15,NXPI,NXP Semiconductors NV,Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,21,FOLLOWER,37.6,57.1,7.9,35.8,27.8,-49.2,NONE
SOXX,15,3.11,TER,"Teradyne, Inc.",Elec-Semiconductor Equip,Electronic Technology,LOSING,95,40.3,51.2,23.9,6,FOLLOWER,55.1,94.1,29.0,23.7,-5.3,-65.1,NONE
SOXX,16,2.96,QCOM,QUALCOMM Incorporated,Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,17,FOLLOWER,37.6,41.5,8.7,84.4,75.7,-32.8,NONE
SOXX,17,2.48,ASML,ASML Holding NV Sponsored ADR,Elec-Semiconductor Equip,Electronic Technology,LOSING,95,40.3,51.2,23.9,3,FOLLOWER,63.7,87.8,52.4,62.7,10.3,-35.4,NONE
SOXX,18,2.28,ALAB,"Astera Labs, Inc.",Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,10,FOLLOWER,48.0,93.8,25.8,24.7,-1.1,-68.0,NONE
SOXX,19,2.18,MCHP,Microchip Technology Incorporated,Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,18,FOLLOWER,42.8,78.6,12.4,42.1,29.6,-66.2,NONE
SOXX,20,2.17,CRDO,Credo Technology Group Holding Ltd.,Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,6,FOLLOWER,57.3,75.7,39.1,75.2,36.1,-36.7,NONE
SOXX,21,1.59,ON,ON Semiconductor Corporation,Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,20,FOLLOWER,37.8,82.2,4.4,12.9,8.6,-77.8,NONE
SOXX,22,1.28,ASX,"ASE Technology Holding Co., Ltd. Sponsored ADR",Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,1,FOLLOWER,67.3,97.6,34.5,65.2,30.7,-63.1,NONE
SOXX,23,1.15,ENTG,"Entegris, Inc.",Elec-Semiconductor Equip,Electronic Technology,LOSING,95,40.3,51.2,23.9,2,FOLLOWER,66.8,92.0,38.3,82.0,43.7,-53.7,NONE
SOXX,24,1.03,MTSI,"MACOM Technology Solutions Holdings, Inc.",Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,6,FOLLOWER,52.5,85.7,8.7,64.9,56.2,-77.0,NONE
SOXX,25,0.93,UMC,United Microelectronics Corp. Sponsored ADR,Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,2,FOLLOWER,62.2,98.0,20.1,63.7,43.6,-77.9,NONE
SOXX,26,0.67,ARM,ARM Holdings PLC Sponsored ADR,Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,11,FOLLOWER,44.8,92.2,3.7,51.8,48.1,-88.6,NONE
SOXX,27,0.66,STM,STMicroelectronics NV Sponsored ADR RegS,Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,11,FOLLOWER,48.6,96.7,8.1,25.8,17.6,-88.6,NONE
SOXX,28,0.62,NVMI,Nova Ltd.,Elec-Semiconductor Equip,Electronic Technology,LOSING,95,40.3,51.2,23.9,23,FOLLOWER,25.4,52.0,7.8,10.1,2.2,-44.2,NONE
SOXX,29,0.56,SWKS,"Skyworks Solutions, Inc.",Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,19,FOLLOWER,40.3,41.3,20.6,71.6,51.0,-20.7,NONE
SOXX,30,0.52,RMBS,Rambus Inc.,Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,30,FOLLOWER,18.6,23.4,3.5,24.1,20.6,-19.9,NONE
DRIV,1,3.88,MSFT,Microsoft Corporation,Comp Sftwr - Enterprise,Technology Services,EMERGING,1,72.4,84.1,54.9,31,FOLLOWER,59.7,42.0,65.1,75.4,10.4,23.1,NONE
DRIV,2,3.13,NVDA,NVIDIA Corporation,Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,2,FOLLOWER,64.7,62.3,35.8,76.7,40.9,-26.5,NONE
DRIV,3,2.82,TSLA,"Tesla, Inc.",Auto Manufacturers,Consumer Durables,LOSING,70,46.0,59.9,25.1,8,FOLLOWER,34.8,18.2,20.2,87.3,67.1,2.0,NONE
DRIV,4,2.77,GOOGL,Alphabet Inc. Class A,Internet-Content,Technology Services,LOSING,116,38.4,45.5,27.6,14,FOLLOWER,36.9,43.3,22.8,24.2,1.4,-20.5,NONE
DRIV,5,2.63,INTC,Intel Corporation,Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,13,FOLLOWER,47.4,97.3,13.3,41.0,27.7,-84.1,NONE
DRIV,7,2.45,QCOM,QUALCOMM Incorporated,Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,17,FOLLOWER,37.6,41.5,8.7,84.4,75.7,-32.8,NONE
DRIV,9,1.79,GM,General Motors Company,Auto Manufacturers,Consumer Durables,LOSING,70,46.0,59.9,25.1,4,FOLLOWER,54.8,58.8,53.1,31.4,-21.7,-5.7,NONE
DRIV,12,1.57,WAB,Westinghouse Air Brake Technologies Corporation,Transportation-Equip Mfg,Producer Manufacturing,LOSING,90,41.2,52.5,24.2,3,FOLLOWER,63.6,75.9,68.0,37.4,-30.6,-7.9,NONE
DRIV,13,1.49,F,Ford Motor Company,Auto Manufacturers,Consumer Durables,LOSING,70,46.0,59.9,25.1,10,FOLLOWER,28.8,46.9,15.6,26.9,11.3,-31.3,NONE
DRIV,14,1.45,NBIS,Nebius Group N.V. Class A,Internet-Network Sltns,Technology Services,LOSING,152,29.7,35.9,20.4,2,FOLLOWER,52.7,96.4,10.6,73.2,62.6,-85.8,NONE
DRIV,17,1.41,COHR,Coherent Corp.,Electronic-Parts,Electronic Technology,LOSING,128,36.4,42.6,27.1,3,FOLLOWER,55.6,92.0,9.8,67.1,57.2,-82.1,NONE
DRIV,21,1.37,BE,Bloom Energy Corporation Class A,Energy-Alternative/Other,Producer Manufacturing,LOSING,89,41.4,52.9,24.3,2,FOLLOWER,46.8,95.2,9.0,46.2,37.1,-86.1,NONE
DRIV,22,1.36,ATI,ATI Inc,Aerospace/Defense,Electronic Technology,LOSING,86,42.3,54.8,23.6,2,LEADER,82.2,95.0,72.8,74.4,1.6,-22.3,NONE
DRIV,23,1.34,SWKS,"Skyworks Solutions, Inc.",Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,19,FOLLOWER,40.3,41.3,20.6,71.6,51.0,-20.7,NONE
DRIV,25,1.31,NXPI,NXP Semiconductors NV,Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,21,FOLLOWER,37.6,57.1,7.9,35.8,27.8,-49.2,NONE
DRIV,26,1.3,ALB,Albemarle Corporation,Chemicals-Specialty,Process Industries,LOSING,71,51.1,59.8,38.0,25,FOLLOWER,38.4,44.4,11.2,83.6,72.4,-33.2,NONE
DRIV,28,1.29,SQM,Sociedad Quimica y Minera de Chile S.A. Sponsored ADR Pfd Series B,Chemicals-Agricultural,Process Industries,EMERGING,15,62.1,72.9,45.8,5,FOLLOWER,52.6,65.9,29.2,87.0,57.8,-36.7,NONE
DRIV,29,1.29,DCH,Dauch Corporation,Auto/Truck Equipment Parts & Tires,Producer Manufacturing,LOSING,94,41.1,51.4,25.5,10,FOLLOWER,39.3,28.5,35.6,77.8,42.2,7.2,NONE
DRIV,31,1.26,ITT,"ITT, Inc.",Machinery-Gen Industrial,Producer Manufacturing,LOSING,98,42.5,50.9,29.9,15,FOLLOWER,49.7,46.9,55.5,56.9,1.3,8.7,NONE
DRIV,38,1.17,THRM,Gentherm Incorporated,Auto/Truck Equipment Parts & Tires,Producer Manufacturing,LOSING,94,41.1,51.4,25.5,6,FOLLOWER,45.2,48.0,65.1,30.0,-35.1,17.1,NONE
DRIV,42,1.13,BIDU,"Baidu, Inc. Sponsored ADR Class A",Internet-Content,Technology Services,LOSING,116,38.4,45.5,27.6,29,FOLLOWER,11.5,14.9,7.8,7.0,-0.8,-7.1,NONE
DRIV,44,1.11,AMBA,"Ambarella, Inc.",Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,29,FOLLOWER,19.1,26.3,24.4,3.7,-20.8,-1.9,NONE
DRIV,45,1.1,SITM,SiTime Corporation,Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,7,FOLLOWER,54.2,94.2,15.8,67.0,51.1,-78.3,NONE
DRIV,48,1.09,HY,"Hyster-Yale, Inc. Class A",Machinery-Gen Industrial,Producer Manufacturing,LOSING,98,42.5,50.9,29.9,17,FOLLOWER,45.8,61.7,33.7,53.1,19.4,-28.0,NONE
DRIV,49,1.09,ON,ON Semiconductor Corporation,Elec-Semiconductor Mfg,Electronic Technology,LOSING,112,39.4,46.8,28.4,20,FOLLOWER,37.8,82.2,4.4,12.9,8.6,-77.8,NONE
DRIV,51,1.08,PLUG,Plug Power Inc.,Energy-Alternative/Other,Producer Manufacturing,LOSING,89,41.4,52.9,24.3,20,FOLLOWER,31.7,46.5,2.4,64.7,62.3,-44.2,NONE
DRIV,52,1.06,VC,Visteon Corporation,Auto/Truck Equipment Parts & Tires,Producer Manufacturing,LOSING,94,41.1,51.4,25.5,25,FOLLOWER,27.2,32.8,17.2,32.9,15.7,-15.6,NONE
DRIV,55,1.04,ENS,EnerSys,Electrical-Power/Equipmt,Producer Manufacturing,LOSING,140,30.9,38.6,19.3,6,FOLLOWER,44.7,68.7,12.5,39.2,26.8,-56.2,NONE
DRIV,57,1.03,CBT,Cabot Corporation,Chemicals-Specialty,Process Industries,LOSING,71,51.1,59.8,38.0,23,FOLLOWER,44.4,72.1,31.0,21.7,-9.3,-41.1,NONE
DRIV,59,1.01,INDI,"indie Semiconductor, Inc. Class A",Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,18,FOLLOWER,37.2,43.6,9.6,83.9,74.3,-34.0,NONE
DRIV,61,0.99,MBLY,"Mobileye Global, Inc. Class A",Elec-Semicondctor Fablss,Electronic Technology,LOSING,45,49.9,67.6,23.2,26,FOLLOWER,24.3,10.9,11.9,71.2,59.3,1.0,NONE
DRIV,62,0.99,NIO,NIO Inc. Sponsored ADR Class A,Auto Manufacturers,Consumer Durables,LOSING,70,46.0,59.9,25.1,13,FOLLOWER,11.9,12.6,7.4,7.7,0.3,-5.2,NONE
